,sidx,idx_strs,pargp4,parval1_4,4
0,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
1,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
2,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
3,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
4,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
5,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
6,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
7,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
8,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
9,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
10,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
11,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
12,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
13,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
14,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
15,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
16,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
17,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
18,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
19,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
20,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
21,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
22,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
23,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
24,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
25,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
26,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
27,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
28,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
29,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbcond_cn,1.0,1.604685717319371596190080708765890449285507202148437500
