,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
0,"(17, 17, 46)",idx0:17_idx1:17_idx2:46,"(3875.000310000002, 8541.66735)",3875.000310000002,8541.66735,sfrcondgr,1.0,0.82001450894739091879159786913078278303146362304687500000000000000000000000000
1,"(70, 70, 46)",idx0:70_idx1:70_idx2:46,"(3875.000310000002, 4125.000329999994)",3875.000310000002,4125.000329999994,sfrcondgr,1.0,0.83759937006371310008745467712287791073322296142578125000000000000000000000000
2,"(115, 115, 46)",idx0:115_idx1:115_idx2:46,"(3875.000310000002, 375.0000300000047)",3875.000310000002,375.0000300000047,sfrcondgr,1.0,4.2661562412886233630615606671199202537536621093750000000000000000000000000000000
3,"(14, 14, 46)",idx0:14_idx1:14_idx2:46,"(3875.000310000002, 8791.66737)",3875.000310000002,8791.66737,sfrcondgr,1.0,0.66741893461137402621119463219656608998775482177734375000000000000000000000000
4,"(18, 18, 46)",idx0:18_idx1:18_idx2:46,"(3875.000310000002, 8458.33401)",3875.000310000002,8458.33401,sfrcondgr,1.0,0.68610754506282323195165417928365059196949005126953125000000000000000000000000
5,"(63, 63, 46)",idx0:63_idx1:63_idx2:46,"(3875.000310000002, 4708.333709999995)",3875.000310000002,4708.333709999995,sfrcondgr,1.0,0.86893852889019707053108731997781433165073394775390625000000000000000000000000
6,"(44, 44, 46)",idx0:44_idx1:44_idx2:46,"(3875.000310000002, 6291.667169999998)",3875.000310000002,6291.667169999998,sfrcondgr,1.0,0.92943707060092162208775334875099360942840576171875000000000000000000000000000
7,"(48, 48, 46)",idx0:48_idx1:48_idx2:46,"(3875.000310000002, 5958.333809999997)",3875.000310000002,5958.333809999997,sfrcondgr,1.0,2.17358376200766079122672636003699153661727905273437500000000000000000000000000
8,"(94, 94, 46)",idx0:94_idx1:94_idx2:46,"(3875.000310000002, 2125.000169999991)",3875.000310000002,2125.000169999991,sfrcondgr,1.0,1.29204397162000983456664471304975450038909912109375000000000000000000000000000
9,"(98, 98, 46)",idx0:98_idx1:98_idx2:46,"(3875.000310000002, 1791.6668099999915)",3875.000310000002,1791.6668099999915,sfrcondgr,1.0,1.61275248600762344253212177136447280645370483398437500000000000000000000000000
10,"(45, 45, 46)",idx0:45_idx1:45_idx2:46,"(3875.000310000002, 6208.333829999998)",3875.000310000002,6208.333829999998,sfrcondgr,1.0,0.97261619909831154018320376053452491760253906250000000000000000000000000000000
