,sidx,idx_strs,pargp3,parval1_3,3
0,"(2, 79, 31)",idx0:2_idx1:79_idx2:31,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
1,"(2, 34, 40)",idx0:2_idx1:34_idx2:40,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
2,"(2, 88, 19)",idx0:2_idx1:88_idx2:19,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
3,"(2, 61, 43)",idx0:2_idx1:61_idx2:43,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
4,"(2, 28, 49)",idx0:2_idx1:28_idx2:49,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
5,"(2, 103, 37)",idx0:2_idx1:103_idx2:37,welcst,1.0,1.1033425304552033630045571044320240616798400878906250
