,sidx,idx_strs,pargp4,parval1_4,4
0,"(0, 119, 39)",idx0:0_idx1:119_idx2:39,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
1,"(0, 119, 45)",idx0:0_idx1:119_idx2:45,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
2,"(0, 119, 17)",idx0:0_idx1:119_idx2:17,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
3,"(0, 119, 23)",idx0:0_idx1:119_idx2:23,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
4,"(0, 119, 20)",idx0:0_idx1:119_idx2:20,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
5,"(0, 119, 26)",idx0:0_idx1:119_idx2:26,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
6,"(0, 119, 29)",idx0:0_idx1:119_idx2:29,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
7,"(0, 119, 35)",idx0:0_idx1:119_idx2:35,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
8,"(0, 119, 32)",idx0:0_idx1:119_idx2:32,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
9,"(0, 119, 38)",idx0:0_idx1:119_idx2:38,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
10,"(0, 119, 44)",idx0:0_idx1:119_idx2:44,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
11,"(0, 119, 41)",idx0:0_idx1:119_idx2:41,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
12,"(0, 119, 47)",idx0:0_idx1:119_idx2:47,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
13,"(0, 119, 16)",idx0:0_idx1:119_idx2:16,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
14,"(0, 119, 19)",idx0:0_idx1:119_idx2:19,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
15,"(0, 119, 25)",idx0:0_idx1:119_idx2:25,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
16,"(0, 119, 22)",idx0:0_idx1:119_idx2:22,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
17,"(0, 119, 28)",idx0:0_idx1:119_idx2:28,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
18,"(0, 119, 31)",idx0:0_idx1:119_idx2:31,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
19,"(0, 119, 37)",idx0:0_idx1:119_idx2:37,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
20,"(0, 119, 34)",idx0:0_idx1:119_idx2:34,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
21,"(0, 119, 40)",idx0:0_idx1:119_idx2:40,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
22,"(0, 119, 43)",idx0:0_idx1:119_idx2:43,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
23,"(0, 119, 46)",idx0:0_idx1:119_idx2:46,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
24,"(0, 119, 18)",idx0:0_idx1:119_idx2:18,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
25,"(0, 119, 15)",idx0:0_idx1:119_idx2:15,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
26,"(0, 119, 21)",idx0:0_idx1:119_idx2:21,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
27,"(0, 119, 24)",idx0:0_idx1:119_idx2:24,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
28,"(0, 119, 30)",idx0:0_idx1:119_idx2:30,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
29,"(0, 119, 27)",idx0:0_idx1:119_idx2:27,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
30,"(0, 119, 33)",idx0:0_idx1:119_idx2:33,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
31,"(0, 119, 36)",idx0:0_idx1:119_idx2:36,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
32,"(0, 119, 42)",idx0:0_idx1:119_idx2:42,ghbcondcn,1.0,0.37802770383472394932766746933339163661003112792968750
