obsnme,obsval,weight,obgnme,oname,otype,usecol,time
oname:hds_otype:lst_usecol:trgw_0_15_16_time:367.0,34.18360812,10.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:398.0,34.1482588,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:426.0,34.29218275,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:457.0,34.2377273,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:487.0,34.17861704,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:518.0,34.11896814,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:548.0,34.06292981,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:579.0,34.04413378,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:61.0,34.33149727,10.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:610.0,34.01499166,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:640.0,33.97263648,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:671.0,33.97357886,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:701.0,33.98162933,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:732.0,34.00447865,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:92.0,34.32691877,10.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:1.0,34.19969856,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:122.0,34.27369177,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:153.0,34.24524727,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:183.0,34.13983933,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:214.0,34.09850827,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:245.0,34.02380831,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:275.0,33.99055511,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:306.0,34.01846388,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:32.0,34.14211117,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:336.0,34.02284477,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:367.0,34.13016421,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:398.0,34.12596171,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:426.0,34.266727,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:457.0,34.23525575,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:487.0,34.18447998,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:518.0,34.13528005,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:548.0,34.07670536,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:579.0,34.02897093,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:61.0,34.25028709,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:610.0,33.9797756,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:640.0,33.92553263,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:671.0,33.91274759,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:701.0,33.92638216,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:732.0,33.92968843,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:92.0,34.30082203,10.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:1.0,34.02603113,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:122.0,34.05191144,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:153.0,34.0697189,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:183.0,33.96573256,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:214.0,33.93422029,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:245.0,33.87740559,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:275.0,33.86351736,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:306.0,33.93207148,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:32.0,34.00140233,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:336.0,33.91135329,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:367.0,34.03015686,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:398.0,33.99400249,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:426.0,34.13239252,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:457.0,34.09765558,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:487.0,34.02191139,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:518.0,33.97584131,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:548.0,33.91827183,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:579.0,33.89013548,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:61.0,34.1197265,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:610.0,33.85652146,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:640.0,33.80997202,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:671.0,33.82271606,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:701.0,33.84867463,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:732.0,33.84551983,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:92.0,34.12149361,10.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:1.0,34.27070653,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:122.0,34.51077486,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:153.0,34.47672656,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:183.0,34.38011271,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:214.0,34.31281223,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:245.0,34.25072082,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:275.0,34.22485874,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:306.0,34.24994733,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:32.0,34.2679262,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:336.0,34.30691069,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:367.0,34.46769926,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:398.0,34.42648865,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:426.0,34.51397603,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:457.0,34.51841272,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:487.0,34.51749627,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:518.0,34.45237628,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:548.0,34.37737693,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:579.0,34.31156835,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:61.0,34.47537993,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:610.0,34.23948823,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:640.0,34.17966486,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:671.0,34.14350017,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:701.0,34.14574315,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:732.0,34.12068035,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:92.0,34.57384252,10.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:1.0,34.06117842,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:122.0,34.25900959,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:153.0,34.20225649,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:183.0,34.09247333,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:214.0,34.02501539,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:245.0,33.96490001,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:275.0,33.94972097,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:306.0,33.96677649,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:32.0,34.06080736,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:336.0,34.04489578,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:367.0,34.17680786,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:398.0,34.17894866,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:426.0,34.28315669,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:457.0,34.2698835,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:487.0,34.24325725,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:518.0,34.16984126,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:548.0,34.09331473,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:579.0,34.0314986,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:61.0,34.22470218,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:610.0,33.95992121,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:640.0,33.89311703,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:671.0,33.88251503,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:701.0,33.89088154,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:732.0,33.8872256,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:92.0,34.31620025,10.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:1.0,33.89101843,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:122.0,33.92051303,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:153.0,33.89221832,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:183.0,33.82727315,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:214.0,33.77774294,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:245.0,33.72547273,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:275.0,33.70233167,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:306.0,33.72278709,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:32.0,33.85036441,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:336.0,33.73121933,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:367.0,33.82977381,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:398.0,33.81610479,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:426.0,33.91461081,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:457.0,33.94075328,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:487.0,33.91299473,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:518.0,33.88115324,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:548.0,33.82013733,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:579.0,33.76212741,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:61.0,33.92091716,10.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:610.0,33.71171505,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,610.0
