time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-637.84,-472.70,1194.2
32.00000000000,-861.41,-635.72,1630.3
61.00000000000,-1030.5,-762.64,1932.8
92.00000000000,-1115.8,-823.63,2068.9
122.0000000000,-1080.1,-791.50,1977.3
153.0000000000,-930.74,-673.64,1679.7
183.0000000000,-715.70,-509.30,1272.1
214.0000000000,-483.56,-337.21,850.09
245.0000000000,-299.15,-206.69,533.10
275.0000000000,-202.85,-145.08,389.76
306.0000000000,-223.41,-167.58,459.96
336.0000000000,-358.87,-271.93,731.40
367.0000000000,-578.51,-437.24,1142.9
398.0000000000,-814.68,-612.82,1568.4
426.0000000000,-984.55,-736.87,1859.7
457.0000000000,-1065.0,-791.54,1976.0
487.0000000000,-1016.9,-749.70,1857.0
518.0000000000,-854.04,-623.51,1537.1
548.0000000000,-632.04,-456.97,1124.4
579.0000000000,-405.81,-292.25,723.42
610.0000000000,-247.44,-181.93,461.52
640.0000000000,-202.62,-155.35,411.96
671.0000000000,-282.13,-218.00,584.74
701.0000000000,-461.85,-353.05,929.84
732.0000000000,-698.16,-528.90,1363.0
