time,TRGW-2-2-15,TRGW-2-2-9,TRGW-2-3-8,TRGW-2-9-1,TRGW-2-13-10,TRGW-2-15-16,TRGW-2-21-10,TRGW-2-22-15,TRGW-2-24-4,TRGW-2-26-6,TRGW-2-29-15,TRGW-2-33-7,TRGW-2-34-10,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
1.000000000000,34.33937116,34.58165158,34.61126944,34.87223255,34.25758659,34.13640225,34.14448558,34.02767103,34.31086573,34.17162167,33.94508875,33.98022413,33.88471866,34.29074664,34.58741907,34.61705223,34.87814409,34.26319975,34.14161546,34.15008670,33.99237846,34.31657951,34.17724250,33.90988441,33.98575385,33.89022492
32.00000000000,34.42240988,34.68053916,34.71167357,34.97278149,34.38101155,34.24538886,34.27205281,34.13778168,34.43704012,34.31302193,34.03984653,34.09721082,34.00024526,34.36238448,34.68631004,34.71741814,34.97864918,34.38589855,34.25018875,34.27679898,34.08717495,34.44192807,34.31737147,33.99224615,34.10220189,34.00525845
61.00000000000,34.49595719,34.77818616,34.81177737,35.08335578,34.48155044,34.33016580,34.37614707,34.21898422,34.55458396,34.42717356,34.11524783,34.18959034,34.07959895,34.42541535,34.78436343,34.81789352,35.08925530,34.48745262,34.33592304,34.38191728,34.15780146,34.56003451,34.43262601,34.05796108,34.19566107,34.08604674
92.00000000000,34.54140117,34.84835494,34.88478139,35.17777322,34.53593149,34.37221770,34.43158426,34.25750019,34.63126984,34.49039783,34.15260348,34.23654886,34.11349944,34.46419469,34.85510788,34.89146752,35.18392736,34.54298476,34.37890805,34.43858372,34.19142033,34.63773749,34.49716209,34.09058405,34.24370490,34.12103242
122.0000000000,34.53804640,34.85953967,34.89803688,35.21437600,34.51994519,34.35319439,34.41427346,34.23660367,34.63364681,34.47578668,34.13607511,34.21797524,34.08724830,34.46103191,34.86671772,34.90516887,35.22088392,34.52778387,34.36042808,34.42214271,34.17362932,34.64104235,34.48358750,34.07634345,34.22577964,34.09525635
153.0000000000,34.48583225,34.80575710,34.84473370,35.17877002,34.43667945,34.27728073,34.32618149,34.15995566,34.55537451,34.38275754,34.06819829,34.13670966,34.00711263,34.41591194,34.81305549,34.85203444,35.18565144,34.44469015,34.28444395,34.33432959,34.10748508,34.56335501,34.39106018,34.01738548,34.14453128,34.01489477
183.0000000000,34.39976934,34.70150390,34.73905925,35.07693821,34.31133222,34.16778216,34.19470020,34.05142981,34.42062235,34.24049256,33.96986323,34.01800815,33.89725693,34.34182799,34.70859660,34.74621719,35.08410421,34.31891604,34.17439734,34.20246184,34.01353136,34.42863416,34.24861749,33.93177032,34.02526798,33.90421179
214.0000000000,34.29921140,34.56958779,34.60403059,34.93016273,34.17232972,34.04980881,34.04979270,33.93595189,34.25875673,34.08056339,33.86419099,33.88897610,33.78362167,34.25546163,34.57614628,34.61070529,34.93734570,34.17894745,34.05546507,34.05657869,33.91324103,34.26620276,34.08783423,33.83948550,33.89518782,33.78934253
245.0000000000,34.21349217,34.44845481,34.47894174,34.78058929,34.05899928,33.95662906,33.93230920,33.84571951,34.11592763,33.94762283,33.78116497,33.78599990,33.69742553,34.18208397,34.45435323,34.48498225,34.78754569,34.06451750,33.96132446,33.93794538,33.83465564,34.12246817,33.95375606,33.76675602,33.79111387,33.70200973
275.0000000000,34.16483062,34.37088695,34.39773676,34.67014195,33.99797425,33.90947958,33.86952086,33.80085737,34.02798732,33.87258020,33.74012901,33.73273109,33.65691797,34.14082812,34.37624566,34.40323066,34.67673176,34.00267984,33.91358970,33.87427683,33.79560041,34.03365370,33.87774654,33.73081589,33.73711826,33.66087654
306.0000000000,34.16506252,34.35435713,34.37863742,34.62271230,34.00612331,33.92231853,33.87843989,33.81541110,34.01553147,33.87603755,33.75251278,33.74393009,33.67603969,34.14161126,34.35932553,34.38370049,34.62881544,34.01020264,33.92608079,33.88248256,33.80827218,34.02033498,33.88027236,33.74178689,33.74783746,33.67968757
336.0000000000,34.21321743,34.40196988,34.42544133,34.64919186,34.08247719,33.99326357,33.95913508,33.88767744,34.08376525,33.95944044,33.81720600,33.81833306,33.75128845,34.18337790,34.40683847,34.43035685,34.65491282,34.08631128,33.99705346,33.96282200,33.87101960,34.08794559,33.96306166,33.79846421,33.82213860,33.75505717
367.0000000000,34.29866968,34.50335576,34.52792658,34.74328789,34.20964885,34.10506748,34.09264613,33.99914800,34.21727007,34.10356312,33.91730520,33.93891864,33.86423248,34.25682189,34.50837664,34.53293445,34.74869684,34.21374529,34.10929563,34.09653253,33.96761407,34.22125667,34.10714556,33.88584766,33.94312270,33.86864818
398.0000000000,34.39487506,34.62701543,34.65425592,34.87580656,34.34837640,34.22343701,34.23804412,34.11591273,34.37523098,34.26427619,34.02227847,34.06851294,33.98024603,34.33919135,34.63241808,34.65959512,34.88108259,34.35316486,34.22835120,34.24260955,34.06862879,34.37951748,34.26839358,33.97720050,34.07348488,33.98559889
426.0000000000,34.46754351,34.72711487,34.75739121,34.99448555,34.45038289,34.30800868,34.34508965,34.19845218,34.50071666,34.38515595,34.09689136,34.16241795,34.06021019,34.40118333,34.73296754,34.76315925,34.99983530,34.45600742,34.31360324,34.35052680,34.13997931,34.50563454,34.39013896,34.04198793,34.16821904,34.06644765
457.0000000000,34.50749806,34.79155680,34.82491893,35.08634603,34.50208445,34.34732261,34.39935441,34.23551815,34.57796443,34.45018335,34.13095866,34.20798944,34.09297674,34.43497154,34.79787325,34.83115867,35.09194506,34.50861382,34.35354454,34.40578493,34.17204871,34.58380658,34.45629674,34.07149543,34.21460145,34.09994744
487.0000000000,34.49614316,34.79184698,34.82713464,35.11209733,34.47976230,34.32302477,34.37664041,34.21006769,34.57407800,34.43090591,34.10888098,34.18436218,34.06265220,34.42475248,34.79844199,34.83368407,35.11800777,34.48688514,34.32957244,34.38376581,34.15007557,34.58074448,34.43793599,34.05221035,34.19142013,34.06988482
518.0000000000,34.43641880,34.72685710,34.76224762,35.06264180,34.38867482,34.24081382,34.28147420,34.12756678,34.48741844,34.33041045,34.03538409,34.09711134,33.97698053,34.37317597,34.73350319,34.76890841,35.06893907,34.39594728,34.24725939,34.28885724,34.07887722,34.49467118,34.33796756,33.98835026,34.10415609,33.98395391
548.0000000000,34.34852584,34.61953189,34.65329993,34.95680964,34.26014742,34.12896615,34.14726938,34.01677386,34.34970663,34.18430884,33.93628449,33.97637917,33.86500682,34.29763202,34.62596390,34.65980220,34.96333574,34.26709302,34.13497280,34.15438175,33.98304396,34.35705937,34.19181382,33.90208389,33.98297731,33.87130501
579.0000000000,34.25366125,34.49548879,34.52626935,34.81969507,34.12497361,34.01420049,34.00604948,33.90393979,34.19386965,34.02779278,33.83464171,33.85121285,33.75387346,34.21638115,34.50149498,34.53238670,34.82626156,34.13117625,34.01950568,34.01242684,33.88525029,34.20082520,34.03466041,33.81346553,33.85701276,33.75922603
610.0000000000,34.18293024,34.39510009,34.42251125,34.69597872,34.02755720,33.93416709,33.90403419,33.82601254,34.07016081,33.91164802,33.76411085,33.76260301,33.67996001,34.15609273,34.40058949,34.42812394,34.70236502,34.03282976,33.93872398,33.90943892,33.81748259,34.07634149,33.91750709,33.75176118,33.76752525,33.68441340
640.0000000000,34.15707905,34.34834554,34.37297218,34.62212558,33.99631629,33.91231232,33.87143298,33.80627939,34.01639782,33.87077131,33.74531539,33.73654646,33.66470592,34.13450160,34.35342159,34.37815457,34.62823519,34.00077815,33.91632024,33.87593425,33.80031160,34.02168256,33.87556031,33.73540087,33.74076776,33.66856031
671.0000000000,34.18259198,34.36629323,34.38941357,34.61653214,34.03905443,33.95453931,33.91596859,33.84973837,34.04440987,33.91414919,33.78385549,33.77933921,33.71230481,34.15692454,34.37114015,34.39432708,34.62227994,34.04302223,33.95834183,33.91987098,33.83807187,34.04892123,33.91810940,33.76922910,33.78321935,33.71602542
701.0000000000,34.25109324,34.44365913,34.46709715,34.68165429,34.14197986,34.04656269,34.02343060,33.94186122,34.14609807,34.02865192,33.86620781,33.87733979,33.80698700,34.21598693,34.44852299,34.47196995,34.68707413,34.14590453,34.05055943,34.02719797,33.91798758,34.15015114,34.03222021,33.84126693,33.88133247,33.81106455
732.0000000000,34.34583043,34.56176277,34.58729549,34.80215437,34.27972698,34.16563300,34.16735055,34.05963635,34.29685824,34.18602191,33.97193718,34.00627134,33.92505745,34.29723808,34.56691771,34.59240444,34.80738719,34.28413469,34.17019513,34.17155262,34.01995121,34.30095622,34.18983495,33.93340894,34.01085562,33.92994395
