,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
26,"(20, 20, 15)",idx0:20_idx1:20_idx2:15,"(3875.0, 4875.0)",3875.0,4875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
27,"(0, 0, 15)",idx0:0_idx1:0_idx2:15,"(3875.0, 9875.0)",3875.0,9875.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
28,"(14, 14, 15)",idx0:14_idx1:14_idx2:15,"(3875.0, 6375.0)",3875.0,6375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
29,"(13, 13, 15)",idx0:13_idx1:13_idx2:15,"(3875.0, 6625.0)",3875.0,6625.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
30,"(1, 1, 15)",idx0:1_idx1:1_idx2:15,"(3875.0, 9625.0)",3875.0,9625.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
31,"(6, 6, 15)",idx0:6_idx1:6_idx2:15,"(3875.0, 8375.0)",3875.0,8375.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
32,"(26, 26, 15)",idx0:26_idx1:26_idx2:15,"(3875.0, 3375.0)",3875.0,3375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
33,"(28, 28, 15)",idx0:28_idx1:28_idx2:15,"(3875.0, 2875.0)",3875.0,2875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
34,"(34, 34, 15)",idx0:34_idx1:34_idx2:15,"(3875.0, 1375.0)",3875.0,1375.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
35,"(36, 36, 15)",idx0:36_idx1:36_idx2:15,"(3875.0, 875.0)",3875.0,875.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
36,"(5, 5, 15)",idx0:5_idx1:5_idx2:15,"(3875.0, 8625.0)",3875.0,8625.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
37,"(7, 7, 15)",idx0:7_idx1:7_idx2:15,"(3875.0, 8125.0)",3875.0,8125.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
38,"(39, 39, 15)",idx0:39_idx1:39_idx2:15,"(3875.0, 125.0)",3875.0,125.0,sfrcond_gr,1.0,1.100000000000000088817841970012523233890533447265625000000000000000000000000000
39,"(3, 3, 15)",idx0:3_idx1:3_idx2:15,"(3875.0, 9125.0)",3875.0,9125.0,sfrcond_gr,1.0,1.1000000000000000888178419700125232338905334472656250000000000000000000000000
