name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
strinf,2.69897,0.5,1.69897,3.69897,2.69897,0.216865,2.26524,3.1327
wel1,2.47712,0.488561,1.5,3.45424,2.47712,0.437293,1.60254,3.35171
wel4,2.47712,0.488561,1.5,3.45424,2.47712,0.430036,1.61705,3.33719
wel5,2.47712,0.488561,1.5,3.45424,2.47712,0.464847,1.54743,3.40681
wel3,2.47712,0.488561,1.5,3.45424,2.47712,0.444165,1.58879,3.36545
wel0,2.47712,0.488561,1.5,3.45424,2.47712,0.425555,1.62601,3.32823
wel2,2.47712,0.488561,1.5,3.45424,2.47712,0.434247,1.60863,3.34562
hk_i:7_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.993646,-1.28832,2.68626
hk_i:27_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.991268,-1.28356,2.68151
hk_i:37_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.959821,-1.22067,2.61861
hk_i:37_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.99237,-1.28577,2.68371
hk_i:2_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.736995,-0.77502,2.17296
hk_i:22_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.991392,-1.28381,2.68175
hk_i:27_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.943303,-1.18764,2.58558
hk_i:7_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.857832,-1.01669,2.41463
hk_i:22_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.972913,-1.24686,2.6448
hk_i:32_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.992785,-1.2866,2.68454
hk_i:17_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.992008,-1.28505,2.68299
hk_i:12_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.999872,-1.30077,2.69871
hk_i:7_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.940841,-1.18271,2.58065
hk_i:32_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.962895,-1.22682,2.62476
hk_i:27_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.866072,-1.03317,2.43111
hk_i:32_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.97112,-1.24327,2.64121
hk_i:22_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.969532,-1.24009,2.63803
hk_i:2_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.981632,-1.26429,2.66223
hk_i:17_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.986309,-1.27365,2.67159
hk_i:2_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.998135,-1.2973,2.69524
hk_i:32_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.986548,-1.27413,2.67207
hk_i:2_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.979968,-1.26097,2.65891
hk_i:17_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.992182,-1.28539,2.68333
hk_i:12_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.978571,-1.25817,2.65611
hk_i:27_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.99791,-1.29685,2.69479
hk_i:22_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.951815,-1.20466,2.6026
hk_i:37_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.998297,-1.29762,2.69556
hk_i:7_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.988628,-1.27829,2.67623
hk_i:12_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.69897,0.992609,-1.28625,2.68419
rch_i:17_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0,0.150124,-0.300248,0.300248
rch_i:17_j:12_zone:1.0,0,0.150515,-0.30103,0.30103,0,0.149667,-0.299335,0.299335
rch_i:7_j:17_zone:1.0,0,0.150515,-0.30103,0.30103,0,0.149636,-0.299271,0.299271
