time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-645.4328518651637,-480.4440942066304,1209.260606739743
32.00000000000,-860.9288944965491,-629.7117599241603,1624.212350023301
61.00000000000,-1030.808715421739,-759.2243332307031,1929.950343501536
92.00000000000,-1114.032898983266,-820.8305400634941,2064.438494472618
122.0000000000,-1082.546296761772,-794.4701974859879,1982.540831291827
153.0000000000,-936.2615906903989,-681.5304278914018,1692.715291218092
183.0000000000,-724.0155466605725,-520.9656407607932,1291.446390636358
214.0000000000,-492.5413934402787,-349.3544593751806,870.5784320145771
245.0000000000,-308.9435511739493,-218.4932394911998,554.1266760399666
275.0000000000,-213.1694134792843,-155.0381447921616,409.6116595584159
306.0000000000,-227.2869158042532,-167.8888195399955,464.2041842563634
336.0000000000,-357.9686096718424,-264.9140722674481,723.9203104328162
367.0000000000,-574.5956681010894,-427.1381860567524,1129.463229241862
398.0000000000,-810.0474230816365,-602.6950997544001,1554.239886557142
426.0000000000,-981.5987679684533,-730.8717682166302,1851.101126721339
457.0000000000,-1061.030722046178,-786.8076811755290,1967.602158861944
487.0000000000,-1017.389777665488,-751.3344711849612,1859.085364095131
518.0000000000,-857.7610604825195,-630.0254658796547,1546.908307741233
548.0000000000,-638.8389919016007,-467.3552066494971,1141.046523156097
579.0000000000,-414.1125170876592,-304.6698557165781,743.4890299953789
610.0000000000,-254.5847210294676,-191.8340874816140,478.0724217156928
640.0000000000,-208.5316346597984,-160.5898240390182,422.9114773549903
671.0000000000,-281.3678411067385,-213.8475384601915,580.0854084120321
701.0000000000,-457.8618522925869,-344.2302783216267,917.5629471965638
732.0000000000,-692.8249596763277,-518.4126633471840,1347.755824775650
