 pp_0000  625.0 9375.0 1.0  1.58328147726998280653276651719352230429649353027343750000000000000000000000 
 pp_0001  1625.0 9375.0 1.0  1.28300152218662510961166844936087727546691894531250000000000000000000000000 
 pp_0002  2625.0 9375.0 1.0  0.755813299017576767369064327795058488845825195312500000000000000000000000000 
 pp_0003  3625.0 9375.0 1.0  1.381802902044549696825015416834503412246704101562500000000000000000000000000 
 pp_0004  625.0 8375.0 1.0  0.98787991759972126892819233034970238804817199707031250000000000000000000000 
 pp_0005  1625.0 8375.0 1.0  1.17630414663915172646113660448463633656501770019531250000000000000000000000 
 pp_0006  2625.0 8375.0 1.0  1.125044576262261619703508586098905652761459350585937500000000000000000000000 
 pp_0007  3625.0 8375.0 1.0  1.643782037889693015131342690438032150268554687500000000000000000000000000000 
 pp_0008  625.0 7375.0 1.0  0.853364103529202555620258863200433552265167236328125000000000000000000000000 
 pp_0009  2625.0 7375.0 1.0  0.8924034880072656550353826787613797932863235473632812500000000000000000000000 
 pp_0010  3625.0 7375.0 1.0  0.8649226638645645115488491683208849281072616577148437500000000000000000000000 
 pp_0011  625.0 6375.0 1.0  0.415331742907922629726158447738271206617355346679687500000000000000000000000 
 pp_0012  2625.0 6375.0 1.0  0.7671116128727103466999892589228693395853042602539062500000000000000000000000 
 pp_0013  3625.0 6375.0 1.0  1.0549329617013114557266817428171634674072265625000000000000000000000000000000 
 pp_0014  625.0 5375.0 1.0  1.011052844624324098532497373525984585285186767578125000000000000000000000000 
 pp_0015  2625.0 5375.0 1.0  0.2324320723557910806089665811668965034186840057373046875000000000000000000000 
 pp_0016  3625.0 5375.0 1.0  0.4706769790791344165725718085013795644044876098632812500000000000000000000000 
 pp_0017  625.0 4375.0 1.0  1.624555526528367765948246415064204484224319458007812500000000000000000000000 
 pp_0018  1625.0 4375.0 1.0  0.685446638181385736743322922848165035247802734375000000000000000000000000000 
 pp_0019  2625.0 4375.0 1.0  0.5761337732249964815878229273948818445205688476562500000000000000000000000000 
 pp_0020  3625.0 4375.0 1.0  0.6072053334126661372494027091306634247303009033203125000000000000000000000000 
 pp_0021  625.0 3375.0 1.0  2.429618099353247906435626646270975470542907714843750000000000000000000000000 
 pp_0022  1625.0 3375.0 1.0  1.078230921342178350030849287577439099550247192382812500000000000000000000000 
 pp_0023  2625.0 3375.0 1.0  0.8257758299584219141564744859351776540279388427734375000000000000000000000000 
 pp_0024  3625.0 3375.0 1.0  0.3169841858195975858869530839001527056097984313964843750000000000000000000000 
 pp_0025  625.0 2375.0 1.0  0.840122726106115380595440456090727820992469787597656250000000000000000000000 
 pp_0026  1625.0 2375.0 1.0  2.680283458923679695828923286171630024909973144531250000000000000000000000000 
 pp_0027  2625.0 2375.0 1.0  1.1272510088950291606835207858239300549030303955078125000000000000000000000000 
 pp_0028  3625.0 2375.0 1.0  1.1558145295709971733799648063722997903823852539062500000000000000000000000000 
 pp_0029  1625.0 1375.0 1.0  1.927639869181178022827793938631657510995864868164062500000000000000000000000 
 pp_0030  2625.0 1375.0 1.0  1.2975895984812519934337160520954057574272155761718750000000000000000000000000 
 pp_0031  3625.0 1375.0 1.0  0.9331580674270485431520683050621300935745239257812500000000000000000000000000 
