time,TRGW-2-2-15,TRGW-2-2-9,TRGW-2-3-8,TRGW-2-9-1,TRGW-2-13-10,TRGW-2-15-16,TRGW-2-21-10,TRGW-2-22-15,TRGW-2-24-4,TRGW-2-26-6,TRGW-2-29-15,TRGW-2-33-7,TRGW-2-34-10,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.34909690,34.46768871,34.48725877,34.76118731,34.30096369,34.17808139,34.08339646,33.95430972,34.33983113,34.12305971,33.81169509,33.85283360,33.70937823,34.22715944,34.47497061,34.50024892,34.77998567,34.34461314,34.19172183,34.09085417,33.88598778,34.35208115,34.14173126,33.79197359,33.86797490,33.72763003
3683.500000000,34.39695345,34.52205665,34.54311465,34.81918637,34.37403254,34.23470927,34.16210303,34.03593872,34.41993884,34.24636908,33.88741034,33.93721200,33.80506723,34.25670219,34.52983901,34.55429361,34.83372057,34.42135904,34.23830806,34.16128198,33.94105199,34.42194458,34.26963172,33.85430153,33.94957642,33.82795102
3712.500000000,34.45879955,34.60007955,34.62392504,34.92120307,34.45091472,34.30090640,34.25101669,34.11584848,34.53680656,34.37109326,33.97821776,34.04198263,33.90351749,34.29707567,34.60959386,34.63755068,34.93481789,34.49767795,34.30413428,34.24831792,33.99632300,34.53537753,34.40480952,33.93131001,34.05754272,33.93612692
3743.500000000,34.49499346,34.64336610,34.66772974,34.98468596,34.48821462,34.33469442,34.28316281,34.12967265,34.59889995,34.39797284,34.00343550,34.08122942,33.90811633,34.32167983,34.65363813,34.68173705,35.00020628,34.54287770,34.34221389,34.28524941,34.00361090,34.60290520,34.43386460,33.95616928,34.10474160,33.94416647
3773.500000000,34.49962783,34.65110684,34.67529010,35.00455757,34.48886782,34.33360090,34.27344273,34.10576685,34.61309857,34.38297873,33.99078702,34.07910518,33.88726765,34.32478417,34.66203234,34.68942001,35.02256587,34.54915371,34.34640661,34.27923369,33.98590861,34.62198804,34.41613296,33.94688103,34.10641746,33.92033663
3804.500000000,34.45329661,34.59813448,34.62030690,34.95266391,34.41655426,34.27989384,34.22079543,34.04725910,34.55406739,34.28560797,33.92407174,34.00239194,33.79173911,34.29674601,34.61011797,34.63461764,34.97454861,34.47189089,34.30006231,34.23025634,33.94403700,34.56969044,34.31413972,33.89229489,34.03510543,33.82127067
3834.500000000,34.40286134,34.53309893,34.55245523,34.86446481,34.34601899,34.22495697,34.15129201,33.98178964,34.46546038,34.18912930,33.85657963,33.91917557,33.72597828,34.26362994,34.54479060,34.56485520,34.88777825,34.38758734,34.24424029,34.16255356,33.89918705,34.48460375,34.21000902,33.83512189,33.94866230,33.74559984
3865.500000000,34.34114953,34.46143249,34.47923383,34.77711283,34.26553077,34.15172109,34.04547245,33.88598088,34.35513136,34.05643369,33.77655206,33.82368222,33.63823841,34.22385736,34.47346662,34.49171918,34.79993519,34.30566440,34.17425361,34.05957837,33.84093402,34.37730401,34.07920696,33.76879764,33.85409897,33.65859223
3896.500000000,34.27739192,34.38608012,34.40188554,34.67706801,34.18756973,34.08508981,33.95527206,33.82747121,34.24451746,33.95205817,33.70042862,33.73624002,33.55450955,34.18191108,34.39844454,34.41470301,34.69936363,34.22071051,34.10684628,33.96835015,33.80114650,34.26713883,33.96912596,33.70472784,33.76261196,33.57117186
3926.500000000,34.24428534,34.34326464,34.35853171,34.61571564,34.15527362,34.05649324,33.91870875,33.81884182,34.16805051,33.88735261,33.65891372,33.67836388,33.51084850,34.15887559,34.35308682,34.36889275,34.63567001,34.18762153,34.07138112,33.92755106,33.79668852,34.18647983,33.90581902,33.66768180,33.70282333,33.52819073
