totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-2488847.5,-23363.246,-0.23,7370098.5,-1964578.9,2545.0225,782423.9,-23363.0,-3725004.5
3683.5,-2512077.0,-23333.213,-0.23,7476279.0,-1985484.9,2439.24,732152.5,-23333.0,-3736641.8
3712.5,-2536355.5,-23321.111,-0.23,7606279.0,-2009773.5,2312.938,666600.3,-23321.0,-3752384.2
3743.5,-2563055.0,-23223.123,-0.22,7724190.5,-2037433.5,2262.139,636070.0,-23224.0,-3785257.2
3773.5,-2588599.5,-23137.074,-0.22,7819020.5,-2063685.6,2265.8174,634643.1,-23137.0,-3826781.2
3804.5,-2612974.8,-23276.148,-0.22,7881377.0,-2087025.6,2357.7783,678461.5,-23276.0,-3885472.0
3834.5,-2634531.0,-23373.768,-0.22,7919921.5,-2105847.8,2458.793,731442.1,-23374.0,-3936817.8
3865.5,-2654841.2,-23392.8,-0.22,7959272.0,-2120251.8,2582.9565,793608.1,-23393.0,-4003763.0
3896.5,-2673109.2,-23602.523,-0.22,7990385.0,-2130452.0,2698.937,854671.3,-23603.0,-4067796.5
3926.5,-2689712.0,-23578.592,-0.21,8031804.5,-2138673.5,2758.082,888610.44,-23579.0,-4118366.0
3957.5,-2706877.5,-23683.07,-0.21,8092504.0,-2145816.2,2784.1057,903987.2,-23683.0,-4170265.0
3987.5,-2724079.5,-23611.062,-0.21,8159472.5,-2153800.8,2760.7625,895882.06,-23611.0,-4203846.0
4018.5,-2744137.5,-23569.799,-0.21,8262427.0,-2166856.8,2645.7095,840796.1,-23570.0,-4218444.5
4049.5,-2766893.0,-23473.791,-0.2,8384078.5,-2185378.5,2511.041,771858.75,-23474.0,-4229650.5
4077.5,-2788314.2,-23465.604,-0.2,8469252.0,-2204349.5,2445.2407,737051.2,-23465.0,-4239550.5
4108.5,-2813413.5,-23409.783,-0.2,8574882.0,-2228228.2,2371.99,697540.94,-23410.0,-4256563.0
4138.5,-2837198.0,-23483.928,-0.2,8638893.0,-2251074.8,2381.9087,700672.5,-23484.0,-4277158.5
4169.5,-2860734.5,-23573.889,-0.2,8692402.0,-2272740.5,2430.5234,723454.1,-23574.0,-4308386.0
4199.5,-2881397.5,-23716.148,-0.2,8725973.0,-2290023.8,2534.748,774041.75,-23716.0,-4354844.5
4230.5,-2900860.0,-23881.332,-0.2,8756094.0,-2304067.8,2638.829,828091.5,-23882.0,-4405777.5
4261.5,-2918537.5,-23866.215,-0.2,8791244.0,-2313564.8,2749.1567,883368.6,-23867.0,-4469125.5
4291.5,-2935066.5,-24013.389,-0.2,8838957.0,-2320230.8,2812.3245,917094.5,-24014.0,-4527580.0
4322.5,-2952401.5,-24085.7,-0.2,8898790.0,-2327444.8,2799.5623,916170.1,-24086.0,-4561999.0
4352.5,-2969706.5,-23968.393,-0.19,8965370.0,-2335240.2,2775.3064,905026.8,-23969.0,-4592194.0
4383.5,-2989872.5,-23936.365,-0.19,9069936.0,-2347872.5,2660.2202,848833.06,-23936.0,-4607621.0
