,sidx,idx_strs,pargp3,parval1_3,3
0,"(2, 34, 12)",idx0:2_idx1:34_idx2:12,welcst,1.0,1.36539539942194698696198429388459771871566772460938
1,"(2, 26, 10)",idx0:2_idx1:26_idx2:10,welcst,1.0,1.36539539942194698696198429388459771871566772460938
2,"(2, 29, 6)",idx0:2_idx1:29_idx2:6,welcst,1.0,1.36539539942194698696198429388459771871566772460938
3,"(2, 20, 14)",idx0:2_idx1:20_idx2:14,welcst,1.0,1.36539539942194698696198429388459771871566772460938
4,"(2, 9, 16)",idx0:2_idx1:9_idx2:16,welcst,1.0,1.36539539942194698696198429388459771871566772460938
5,"(2, 11, 13)",idx0:2_idx1:11_idx2:13,welcst,1.0,1.36539539942194698696198429388459771871566772460938
