time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-780.7620865267984,-555.2034569009505,1418.563681074331
32.00000000000,-993.0738678102919,-702.2098805027488,1828.300993870532
61.00000000000,-1161.685729669665,-831.4804933228901,2132.692470788433
92.00000000000,-1247.710997133732,-895.1533662452507,2272.096772581315
122.0000000000,-1216.343805383647,-869.7047775630181,2191.215107927349
153.0000000000,-1073.012607993495,-759.4420518206623,1906.847928300148
183.0000000000,-862.9985685691361,-600.7056350649077,1509.416653288005
214.0000000000,-633.2935439137532,-430.1330393345965,1091.113517090657
245.0000000000,-448.5126639084793,-296.6624252632615,770.7634678332021
275.0000000000,-352.9104752925072,-231.8392909233227,624.9987998587337
306.0000000000,-368.9966444039474,-246.4879300401632,683.2516994700268
336.0000000000,-499.5681177676313,-344.5104736880120,943.8587683261401
367.0000000000,-714.5123189615592,-504.9870672011397,1346.193229339637
398.0000000000,-946.8971963067529,-678.6816123221699,1766.320958554729
426.0000000000,-1115.701364908974,-804.7341373072348,2058.565964996852
457.0000000000,-1192.913612815047,-859.5178251487548,2171.878754219249
487.0000000000,-1148.432881786710,-824.0429723271587,2062.498351977302
518.0000000000,-989.2838255982044,-703.7298689598242,1751.662451610297
548.0000000000,-770.8469087724261,-541.6071823647677,1346.631727283458
579.0000000000,-547.1710414065196,-378.4399988256073,949.4706446743252
610.0000000000,-388.8877106889108,-265.7959684848361,685.3333531535014
640.0000000000,-345.5548387119176,-236.0121981751018,634.2074962197033
671.0000000000,-419.2857534898328,-290.7981549799698,793.7448506661514
701.0000000000,-595.1013966864726,-421.1066279370996,1130.573676961729
732.0000000000,-827.8146314428492,-594.1156048799501,1557.561960742220
